# multipoles
# s[mm] polynom_b[n=1][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=9][T/m^n] polynom_b[n=13][T/m^n] 
+2.0000000000000000e+00 +5.2161313760809946e+00 +1.2618101548455388e+05 +3.8552538422483899e+11 +1.6400511449156106e+18 
+2.1000000000000001e+00 +5.2161213967082878e+00 +1.2643310105754189e+05 +3.8185203114943878e+11 +1.6603998649518953e+18 
+2.2000000000000002e+00 +5.2161108803018115e+00 +1.2669954355734144e+05 +3.7794358284604205e+11 +1.6822324883748086e+18 
+2.3000000000000003e+00 +5.2160998273514378e+00 +1.2697952343649868e+05 +3.7383645966852600e+11 +1.7051859311920568e+18 
+2.4000000000000004e+00 +5.2160882383468641e+00 +1.2727222117599116e+05 +3.6956708126695221e+11 +1.7288971137754714e+18 
+2.5000000000000000e+00 +5.2160761137778202e+00 +1.2757681724694319e+05 +3.6517186756165991e+11 +1.7530029547362954e+18 
+2.6000000000000001e+00 +5.2160634541339546e+00 +1.2789249213282506e+05 +3.6068723818019769e+11 +1.7771403744590525e+18 
+2.7000000000000002e+00 +5.2160502599053791e+00 +1.2821842626011092e+05 +3.5614961404778680e+11 +1.8009462856263716e+18 
+2.8000000000000003e+00 +5.2160365315815289e+00 +1.2855380013838739e+05 +3.5159541418198785e+11 +1.8240576123080074e+18 
+2.9000000000000004e+00 +5.2160222696520249e+00 +1.2889779425403282e+05 +3.4706105814516370e+11 +1.8461112752786243e+18 
+3.0000000000000000e+00 +5.2160074746068235e+00 +1.2924958905358225e+05 +3.4258296639794293e+11 +1.8667441899975624e+18 
+3.1000000000000001e+00 +5.2159921439820067e+00 +1.2960870201638568e+05 +3.3818436969442511e+11 +1.8857216013098097e+18 
+3.2000000000000002e+00 +5.2159762634998525e+00 +1.2997599856523411e+05 +3.3383574408444525e+11 +1.9033220475570276e+18 
+3.3000000000000003e+00 +5.2159598159285672e+00 +1.3035268117923330e+05 +3.2949437535994537e+11 +1.9199523998193014e+18 
+3.4000000000000004e+00 +5.2159427840371739e+00 +1.3073995224184886e+05 +3.2511755150671448e+11 +1.9360195160269517e+18 
+3.5000000000000000e+00 +5.2159251505939501e+00 +1.3113901421970871e+05 +3.2066255863609766e+11 +1.9519302652438781e+18 
+3.6000000000000001e+00 +5.2159068983674945e+00 +1.3155106954896732e+05 +3.1608668351228168e+11 +1.9680915127485307e+18 
+3.7000000000000002e+00 +5.2158880101264842e+00 +1.3197732065120633e+05 +3.1134721324640833e+11 +1.9849101217334981e+18 
+3.8000000000000003e+00 +5.2158684686394405e+00 +1.3241896996946898e+05 +3.0640143445147949e+11 +2.0027929583814717e+18 
+3.9000000000000004e+00 +5.2158482566748088e+00 +1.3287721995504643e+05 +3.0120663356966870e+11 +2.0221468898154378e+18 
+4.0000000000000000e+00 +5.2158273570010607e+00 +1.3335327305511115e+05 +2.9572009713328668e+11 +2.0433787826499676e+18 
+4.1000000000000005e+00 +5.2158057532627691e+00 +1.3384820021536105e+05 +2.8990575122296796e+11 +2.0668236244176589e+18 
+4.2000000000000002e+00 +5.2157834326066155e+00 +1.3436254664147057e+05 +2.8375407415569482e+11 +2.0925289213778097e+18 
+4.2999999999999998e+00 +5.2157603830549668e+00 +1.3489672609341893e+05 +2.7726218247689508e+11 +2.1204703087224530e+18 
+4.4000000000000004e+00 +5.2157365926304955e+00 +1.3545115228985215e+05 +2.7042719370879764e+11 +2.1506234157220424e+18 
+4.5000000000000000e+00 +5.2157120493553535e+00 +1.3602623901116475e+05 +2.6324622397589896e+11 +2.1829638799283031e+18 
+4.6000000000000005e+00 +5.2156867412523225e+00 +1.3662239996560910e+05 +2.5571639101290930e+11 +2.2174673294232397e+18 
+4.7000000000000002e+00 +5.2156606563438084e+00 +1.3724004890411365e+05 +2.4783481162078552e+11 +2.2541093977075914e+18 
+4.8000000000000007e+00 +5.2156337826522128e+00 +1.3787959957455142e+05 +2.3959860267001300e+11 +2.2928657178964716e+18 
+4.9000000000000004e+00 +5.2156061082001210e+00 +1.3854146571181552e+05 +2.3100488127679263e+11 +2.3337119217708344e+18 
+5.0000000000000000e+00 +5.2155776210098717e+00 +1.3922606107332752e+05 +2.2205076409549460e+11 +2.3766236437149670e+18 
+5.1000000000000005e+00 +5.2155483091661115e+00 +1.3993352402081390e+05 +2.1274190461812051e+11 +2.4215137035898522e+18 
+5.2000000000000002e+00 +5.2155181610008832e+00 +1.4066289154137243e+05 +2.0311809914429230e+11 +2.4680436894900756e+18 
+5.3000000000000007e+00 +5.2154871649090211e+00 +1.4141292516600512e+05 +1.9322768218199640e+11 +2.5158123668850371e+18 
+5.4000000000000004e+00 +5.2154553092843630e+00 +1.4218238654751214e+05 +1.8311898548400989e+11 +2.5644185175347523e+18 
+5.5000000000000000e+00 +5.2154225825216756e+00 +1.4297003722401362e+05 +1.7284034341494360e+11 +2.6134609076904264e+18 
+5.6000000000000005e+00 +5.2153889730150373e+00 +1.4377463881893619e+05 +1.6244008838365244e+11 +2.6625383152719299e+18 
+5.7000000000000002e+00 +5.2153544691591396e+00 +1.4459495287803659e+05 +1.5196655461268253e+11 +2.7112495072470845e+18 
+5.8000000000000007e+00 +5.2153190593478742e+00 +1.4542974104762811e+05 +1.4146807397864404e+11 +2.7591932647425940e+18 
+5.9000000000000004e+00 +5.2152827319758037e+00 +1.4627776489143592e+05 +1.3099298026698039e+11 +2.8059683574336978e+18 
+6.0000000000000000e+00 +5.2152454754374897e+00 +1.4713778597549716e+05 +1.2058960717907718e+11 +2.8511735555959859e+18 
+6.1000000000000005e+00 +5.2152072736756034e+00 +1.4800938763625035e+05 +1.1028018418006024e+11 +2.8946123412958833e+18 
+6.2000000000000002e+00 +5.2151680928272883e+00 +1.4889544008195130e+05 +9.9982528141672043e+10 +2.9369070193483356e+18 
+6.3000000000000007e+00 +5.2151278945782389e+00 +1.4979963523190105e+05 +8.9588353104869019e+10 +2.9788845978006062e+18 
+6.4000000000000004e+00 +5.2150866406138663e+00 +1.5072566505037755e+05 +7.8989371971444763e+10 +3.0213720918824750e+18 
+6.5000000000000000e+00 +5.2150442926199050e+00 +1.5167722146010239e+05 +6.8077298629329926e+10 +3.0651965108026875e+18 
+6.6000000000000005e+00 +5.2150008122821072e+00 +1.5265799637867149e+05 +5.6743847095268990e+10 +3.1111848629906452e+18 
+6.7000000000000002e+00 +5.2149561612859978e+00 +1.5367168175059796e+05 +4.4880730793600807e+10 +3.1601641603027154e+18 
+6.8000000000000007e+00 +5.2149103013172748e+00 +1.5472196950490246e+05 +3.2379663442038116e+10 +3.2129614130631209e+18 
+6.9000000000000004e+00 +5.2148631940616097e+00 +1.5581255157003293e+05 +1.9132358795863194e+10 +3.2704036312996675e+18 
+7.0000000000000000e+00 +5.2148148012043674e+00 +1.5694711991085651e+05 +5.0305298082136135e+09 +3.3333178297034281e+18 
+7.1000000000000005e+00 +5.2147650877188987e+00 +1.5812846559124687e+05 -1.0004480053958637e+10 +3.4022901573601116e+18 
+7.2000000000000002e+00 +5.2147140317283229e+00 +1.5935577634692387e+05 -2.5932811674354568e+10 +3.4769433395039611e+18 
+7.3000000000000007e+00 +5.2146616146427531e+00 +1.6062733912861088e+05 -4.2684978000759315e+10 +3.5566592508444646e+18 
+7.4000000000000004e+00 +5.2146078178729596e+00 +1.6194144080759925e+05 -6.0191490184828049e+10 +3.6408197554865684e+18 
+7.5000000000000000e+00 +5.2145526228294399e+00 +1.6329636828838827e+05 -7.8382860140656723e+10 +3.7288067220765896e+18 
+7.6000000000000005e+00 +5.2144960109227680e+00 +1.6469040846481369e+05 -9.7189599506801727e+10 +3.8200020175076910e+18 
+7.7000000000000002e+00 +5.2144379635630678e+00 +1.6612184829304996e+05 -1.1654222143711887e+11 +3.9137875180124344e+18 
+7.8000000000000007e+00 +5.2143784621613767e+00 +1.6758897461166780e+05 -1.3637123632848936e+11 +4.0095450831629804e+18 
+7.9000000000000004e+00 +5.2143174881276719e+00 +1.6909007438355824e+05 -1.5660715737880371e+11 +4.1066565890882299e+18 
+8.0000000000000000e+00 +5.2142550228729201e+00 +1.7062343446280772e+05 -1.7718049540576984e+11 +4.2045038980871373e+18 
+8.0999999999999996e+00 +5.2141910453247480e+00 +1.7218764580550723e+05 -1.9803215483865872e+11 +4.3025800143035331e+18 
+8.2000000000000011e+00 +5.2141255244818039e+00 +1.7378251528490992e+05 -2.1914460373919983e+11 +4.4008224461703378e+18 
+8.3000000000000007e+00 +5.2140584268597783e+00 +1.7540815384007478e+05 -2.4051070305982678e+11 +4.4992798400158694e+18 
+8.4000000000000004e+00 +5.2139897189745055e+00 +1.7706467239047363e+05 -2.6212331328070804e+11 +4.5980008392936566e+18 
+8.5000000000000000e+00 +5.2139193673418935e+00 +1.7875218184615651e+05 -2.8397529466977893e+11 +4.6970340861808435e+18 
+8.5999999999999996e+00 +5.2138473384777422e+00 +1.8047079312845855e+05 -3.0605950771021478e+11 +4.7964282239953644e+18 
+8.7000000000000011e+00 +5.2137735988979621e+00 +1.8222061715733775e+05 -3.2836881301142169e+11 +4.8962318973640407e+18 
+8.8000000000000007e+00 +5.2136981151182846e+00 +1.8400176485515301e+05 -3.5089607100635040e+11 +4.9964937490406851e+18 
+8.9000000000000004e+00 +5.2136208536547981e+00 +1.8581434711638064e+05 -3.7363414167204059e+11 +5.0972624197103360e+18 
+9.0000000000000000e+00 +5.2135417810231477e+00 +1.8765847488493792e+05 -3.9657588605905481e+11 +5.1985865562438595e+18 
+9.0999999999999996e+00 +5.2134608592274985e+00 +1.8953480909780916e+05 -4.1972946310866022e+11 +5.3005894614427965e+18 
+9.2000000000000011e+00 +5.2133780322236376e+00 +1.9144621097144540e+05 -4.4316423040059021e+11 +5.4036931040852070e+18 
+9.3000000000000007e+00 +5.2132932394556821e+00 +1.9339609174418592e+05 -4.6696484411356964e+11 +5.5083941132638976e+18 
+9.4000000000000004e+00 +5.2132064203678752e+00 +1.9538786264056165e+05 -4.9121596014053979e+11 +5.6151891164818002e+18 
+9.5000000000000000e+00 +5.2131175144041793e+00 +1.9742493491118634e+05 -5.1600223487613062e+11 +5.7245747438871245e+18 
+9.6000000000000014e+00 +5.2130264610088561e+00 +1.9951071978021247e+05 -5.4140832420908636e+11 +5.8370476229645251e+18 
+9.7000000000000011e+00 +5.2129331996258692e+00 +2.0164862849980508e+05 -5.6751888459462097e+11 +5.9531043843210445e+18 
+9.8000000000000007e+00 +5.2128376696994074e+00 +2.0384207229891486e+05 -5.9441857199028723e+11 +6.0732416556995308e+18 
+9.9000000000000004e+00 +5.2127398106735034e+00 +2.0609446242596343e+05 -6.2219204281259070e+11 +6.1979560676484332e+18 
+1.0000000000000000e+01 +5.2126395619922885e+00 +2.0840921011578693e+05 -6.5092395314667090e+11 +6.3277442486489078e+18 
+1.0100000000000001e+01 +5.2125368627558428e+00 +2.1078932996352678e+05 -6.8068474560671484e+11 +6.4630055750077030e+18 
+1.0200000000000001e+01 +5.2124316506877451e+00 +2.1323625004310076e+05 -7.1148800980977490e+11 +6.6037504196660070e+18 
+1.0300000000000001e+01 +5.2123238631677564e+00 +2.1575100176126754e+05 -7.4333312128754370e+11 +6.7498918997750866e+18 
+1.0400000000000000e+01 +5.2122134375753832e+00 +2.1833461654941246e+05 -7.7621945607088672e+11 +6.9013431352379331e+18 
+1.0500000000000000e+01 +5.2121003112902029e+00 +2.2098812584134244e+05 -8.1014639035249536e+11 +7.0580172472810967e+18 
+1.0600000000000001e+01 +5.2119844216920317e+00 +2.2371256103627541e+05 -8.4511329947786804e+11 +7.2198273518958152e+18 
+1.0700000000000001e+01 +5.2118657061605536e+00 +2.2650895354532439e+05 -8.8111955903648523e+11 +7.3866865664376740e+18 
+1.0800000000000001e+01 +5.2117441020749764e+00 +2.2937833484050925e+05 -9.1816454601927185e+11 +7.5585080166247219e+18 
+1.0900000000000000e+01 +5.2116195468154087e+00 +2.3232173628961726e+05 -9.5624763510396350e+11 +7.7352048146480773e+18 
+1.1000000000000000e+01 +5.2114919777611926e+00 +2.3534018934715312e+05 -9.9536820287824072e+11 +7.9166900838230241e+18 
+1.1100000000000001e+01 +5.2113613328929027e+00 +2.3843430488796573e+05 -1.0355155094544121e+12 +8.1028280478915369e+18 
+1.1200000000000001e+01 +5.2112275525959495e+00 +2.4160301145765799e+05 -1.0766383485675056e+12 +8.2932873286306376e+18 
+1.1300000000000001e+01 +5.2110905778563659e+00 +2.4484481710706404e+05 -1.1186753995214873e+12 +8.4876876607778816e+18 
+1.1400000000000000e+01 +5.2109503496601119e+00 +2.4815822988405786e+05 -1.1615653414270103e+12 +8.6856487774819645e+18 
+1.1500000000000000e+01 +5.2108068089937438e+00 +2.5154175776608501e+05 -1.2052468518251089e+12 +8.8867904026957988e+18 
+1.1600000000000001e+01 +5.2106598968427313e+00 +2.5499390886787188e+05 -1.2496586114267720e+12 +9.0907322793585469e+18 
+1.1700000000000001e+01 +5.2105095541937967e+00 +2.5851319114528375e+05 -1.2947392972539102e+12 +9.2970941282185646e+18 
+1.1800000000000001e+01 +5.2103557220329124e+00 +2.6209811265173249e+05 -1.3404275886208899e+12 +9.5054956839082947e+18 
+1.1900000000000000e+01 +5.2101983413461808e+00 +2.6574718141818664e+05 -1.3866621642638594e+12 +9.7155566773972644e+18 
+1.2000000000000000e+01 +5.2100373531197404e+00 +2.6945890547625738e+05 -1.4333817029860791e+12 +9.9268968402370458e+18 
+1.2100000000000001e+01 +5.2098726894174066e+00 +2.7323296413767507e+05 -1.4805556110863137e+12 +1.0139315545780769e+19 
+1.2200000000000001e+01 +5.2097042466133239e+00 +2.7707372186451807e+05 -1.5282762053847107e+12 +1.0353330737364634e+19 
+1.2300000000000001e+01 +5.2095319121592096e+00 +2.8098671442005940e+05 -1.5766665307649941e+12 +1.0569640003830161e+19 
+1.2400000000000000e+01 +5.2093555735068611e+00 +2.8497747755932267e+05 -1.6258496319496997e+12 +1.0788940933156231e+19 
+1.2500000000000000e+01 +5.2091751181079902e+00 +2.8905154703533888e+05 -1.6759485534682234e+12 +1.1011931111644576e+19 
+1.2600000000000001e+01 +5.2089904334144581e+00 +2.9321445859417017e+05 -1.7270863398228918e+12 +1.1239308125897832e+19 
+1.2700000000000001e+01 +5.2088014068779511e+00 +2.9747174800279917e+05 -1.7793860359773425e+12 +1.1471769565216817e+19 
+1.2800000000000001e+01 +5.2086079259502363e+00 +3.0182895101097936e+05 -1.8329706864564041e+12 +1.1710013016150989e+19 
+1.2900000000000000e+01 +5.2084098780831676e+00 +3.0629160336287087e+05 -1.8879633356562817e+12 +1.1954736064424387e+19 
+1.3000000000000000e+01 +5.2082071507283221e+00 +3.1086524083999713e+05 -1.9444870289138191e+12 +1.2206636301720173e+19 
+1.3100000000000001e+01 +5.2079996311242498e+00 +3.1555453844256961e+05 -2.0026403187462983e+12 +1.2466272235753255e+19 
+1.3200000000000001e+01 +5.2077872056549817e+00 +3.2036072837998340e+05 -2.0624237946125063e+12 +1.2733646089437241e+19 
+1.3300000000000001e+01 +5.2075697604911069e+00 +3.2528418213817157e+05 -2.1238135545675034e+12 +1.3008621010504702e+19 
+1.3400000000000000e+01 +5.2073471818033088e+00 +3.3032527119469468e+05 -2.1867856965163926e+12 +1.3291060145938135e+19 
+1.3500000000000000e+01 +5.2071193557624698e+00 +3.3548436699483311e+05 -2.2513163175537666e+12 +1.3580826637652650e+19 
+1.3600000000000001e+01 +5.2068861685393504e+00 +3.4076184100884682e+05 -2.3173815154232573e+12 +1.3877783631676994e+19 
+1.3700000000000001e+01 +5.2066475063042930e+00 +3.4615806475014257e+05 -2.3849573887945298e+12 +1.4181794279360397e+19 
+1.3800000000000001e+01 +5.2064032552281798e+00 +3.5167340967050049e+05 -2.4540200349659170e+12 +1.4492721724012505e+19 
+1.3900000000000000e+01 +5.2061533014816419e+00 +3.5730824725069245e+05 -2.5245455518822134e+12 +1.4810429112737556e+19 
+1.4000000000000000e+01 +5.2058975312353537e+00 +3.6306294896567147e+05 -2.5965100373481167e+12 +1.5134779591781409e+19 
+1.4100000000000001e+01 +5.2056358256521076e+00 +3.6893822142519383e+05 -2.6698977219373770e+12 +1.5465668356222898e+19 
+1.4200000000000001e+01 +5.2053680458620279e+00 +3.7493611189820175e+05 -2.7447253698829424e+12 +1.5803118811348972e+19 
+1.4300000000000001e+01 +5.2050940479878234e+00 +3.8105900274376688e+05 -2.8210178772706777e+12 +1.6147186406185079e+19 
+1.4400000000000000e+01 +5.2048136881519520e+00 +3.8730927633305150e+05 -2.8988001402852593e+12 +1.6497926589724692e+19 
+1.4500000000000000e+01 +5.2045268224767680e+00 +3.9368931506442907e+05 -2.9780970558792681e+12 +1.6855394816042877e+19 
+1.4600000000000001e+01 +5.2042333070845563e+00 +4.0020150133752596e+05 -3.0589335209645610e+12 +1.7219646538751148e+19 
+1.4700000000000001e+01 +5.2039329980980549e+00 +4.0684821749755309e+05 -3.1413344312227974e+12 +1.7590737204164506e+19 
+1.4800000000000001e+01 +5.2036257516395699e+00 +4.1363184594616340e+05 -3.2253246836434766e+12 +1.7968722266438027e+19 
+1.4900000000000000e+01 +5.2033114238313338e+00 +4.2055476908978110e+05 -3.3109291753069087e+12 +1.8353657180230797e+19 
+1.5000000000000000e+01 +5.2029898707961326e+00 +4.2761936926629540e+05 -3.3981728016951655e+12 +1.8745597390547079e+19 
+1.5100000000000001e+01 +5.2026609400268988e+00 +4.3482852699090895e+05 -3.4870934153696548e+12 +1.9144695697084490e+19 
+1.5200000000000001e+01 +5.2023244445002570e+00 +4.4218711510737520e+05 -3.5777806884325415e+12 +1.9551494265694192e+19 
+1.5300000000000001e+01 +5.2019801885633985e+00 +4.4970050456838420e+05 -3.6703372483060083e+12 +1.9966632605759394e+19 
+1.5400000000000000e+01 +5.2016279765643310e+00 +4.5737406623819214e+05 -3.7648657205133457e+12 +2.0390750215748534e+19 
+1.5500000000000000e+01 +5.2012676128495627e+00 +4.6521317116304918e+05 -3.8614687347250752e+12 +2.0824486618819641e+19 
+1.5600000000000001e+01 +5.2008989017668199e+00 +4.7322319023753220e+05 -3.9602489171052305e+12 +2.1268481317085303e+19 
+1.5700000000000001e+01 +5.2005216476636154e+00 +4.8140949438101437e+05 -4.0613088943820977e+12 +2.1723373816011747e+19 
+1.5800000000000001e+01 +5.2001356548869220e+00 +4.8977745458257542e+05 -4.1647512949106138e+12 +2.2189803630884274e+19 
+1.5900000000000000e+01 +5.1997407277846195e+00 +4.9833244172036852e+05 -4.2706787445201279e+12 +2.2668410261971350e+19 
+1.6000000000000000e+01 +5.1993366707034330e+00 +5.0707982681117998e+05 -4.3791938721627656e+12 +2.3159833227974935e+19 
+1.6100000000000001e+01 +5.1989232844743336e+00 +5.1602421952241927e+05 -4.4903739476691572e+12 +2.3664520691061707e+19 
+1.6199999999999999e+01 +5.1985003558604479e+00 +5.2516718471588567e+05 -4.6041948178510098e+12 +2.4182155467185852e+19 
+1.6300000000000001e+01 +5.1980676681084539e+00 +5.3450952598946739e+05 -4.7206069723395635e+12 +2.4712229027276345e+19 
+1.6400000000000002e+01 +5.1976250044649230e+00 +5.4405204695750086e+05 -4.8395609011809180e+12 +2.5254232844869116e+19 
+1.6500000000000000e+01 +5.1971721481763140e+00 +5.5379555123993813e+05 -4.9610070944533896e+12 +2.5807658393346163e+19 
+1.6600000000000001e+01 +5.1967088824891885e+00 +5.6374084244739776e+05 -5.0848960420756670e+12 +2.6371997145350939e+19 
+1.6699999999999999e+01 +5.1962349906499803e+00 +5.7388872421147465e+05 -5.2111782344816416e+12 +2.6946740576691216e+19 
+1.6800000000000001e+01 +5.1957502559054056e+00 +5.8424000012150500e+05 -5.3398041610775605e+12 +2.7531380156864209e+19 
+1.6900000000000002e+01 +5.1952544615018725e+00 +5.9479547380774759e+05 -5.4707243122136064e+12 +2.8125407360990015e+19 
+1.7000000000000000e+01 +5.1947473906858788e+00 +6.0555594889174623e+05 -5.6038891780995430e+12 +2.8728313663596569e+19 
+1.7100000000000001e+01 +5.1942288166983719e+00 +6.1652291640701285e+05 -5.7392716375438096e+12 +2.9339765681277608e+19 
+1.7199999999999999e+01 +5.1936984727563029e+00 +6.2770061727509426e+05 -5.8769341296587246e+12 +2.9960130635781919e+19 
+1.7300000000000001e+01 +5.1931560820708080e+00 +6.3909397986249242e+05 -6.0169614829580322e+12 +3.0589950895916552e+19 
+1.7400000000000002e+01 +5.1926013678536194e+00 +6.5070793246637541e+05 -6.1594385243801875e+12 +3.1229768821118894e+19 
+1.7500000000000000e+01 +5.1920340533157674e+00 +6.6254740346273396e+05 -6.3044500826160361e+12 +3.1880126781102735e+19 
+1.7600000000000001e+01 +5.1914538616686414e+00 +6.7461732119388145e+05 -6.4520809856813633e+12 +3.2541567141898600e+19 
+1.7699999999999999e+01 +5.1908605161237436e+00 +6.8692261397810315e+05 -6.6024160609523682e+12 +3.3214632265410523e+19 
+1.7800000000000001e+01 +5.1902537398917978e+00 +6.9946821023613645e+05 -6.7555401382022471e+12 +3.3899864528002302e+19 
+1.7900000000000002e+01 +5.1896332561849885e+00 +7.1225903821051423e+05 -6.9115380431473018e+12 +3.4597806281938764e+19 
+1.8000000000000000e+01 +5.1889987882138575e+00 +7.2530002633677411e+05 -7.0704946058278291e+12 +3.5308999904932266e+19 
+1.8100000000000001e+01 +5.1883500490547227e+00 +7.3859605557746987e+05 -7.2324897457830312e+12 +3.6033942781187854e+19 
+1.8199999999999999e+01 +5.1876867112416063e+00 +7.5215181763245957e+05 -7.3975837546107588e+12 +3.6772952403569422e+19 
+1.8300000000000001e+01 +5.1870084371735308e+00 +7.6597195681508840e+05 -7.5658320152701904e+12 +3.7526301282100732e+19 
+1.8400000000000002e+01 +5.1863148892491129e+00 +7.8006111748936039e+05 -7.7372899119116709e+12 +3.8294261934041457e+19 
+1.8500000000000000e+01 +5.1856057298672535e+00 +7.9442394398464717e+05 -7.9120128278890020e+12 +3.9077106871893107e+19 
+1.8600000000000001e+01 +5.1848806214265712e+00 +8.0906508066243608e+05 -8.0900561472595674e+12 +3.9875108612218135e+19 
+1.8699999999999999e+01 +5.1841392263259545e+00 +8.2398917185388168e+05 -8.2714752534246885e+12 +4.0688539667828277e+19 
+1.8800000000000001e+01 +5.1833812069645981e+00 +8.3920086185417464e+05 -8.4563255289581660e+12 +4.1517672546548728e+19 
+1.8900000000000002e+01 +5.1826062257407024e+00 +8.5470479507631890e+05 -8.6446623591149023e+12 +4.2362779772176884e+19 
+1.9000000000000000e+01 +5.1818139450534062e+00 +8.7050561581856175e+05 -8.8365411265135723e+12 +4.3224133852741304e+19 
+1.9100000000000001e+01 +5.1810040176954582e+00 +8.8660769957177958e+05 -9.0320102281160273e+12 +4.4101953919552791e+19 
+1.9200000000000003e+01 +5.1801760580347569e+00 +9.0301434650468803e+05 -9.2310901160261016e+12 +4.4996245583332991e+19 
+1.9300000000000001e+01 +5.1793296708336287e+00 +9.1972858786849072e+05 -9.4337942540805859e+12 +4.5906961062220554e+19 
+1.9400000000000002e+01 +5.1784644608541539e+00 +9.3675345495322987e+05 -9.6401361071028398e+12 +4.6834052580590322e+19 
+1.9500000000000000e+01 +5.1775800328584749e+00 +9.5409197903360752e+05 -9.8501291394583867e+12 +4.7777472359684243e+19 
+1.9600000000000001e+01 +5.1766759916087475e+00 +9.7174719138584216e+05 -1.0063786815604824e+13 +4.8737172621525590e+19 
+1.9700000000000003e+01 +5.1757519418667695e+00 +9.8972212332986319e+05 -1.0281122600982557e+13 +4.9713105593909617e+19 
+1.9800000000000001e+01 +5.1748074883952020e+00 +1.0080198060857293e+06 -1.0502149958814346e+13 +5.0705223491663708e+19 
+1.9900000000000002e+01 +5.1738422359553944e+00 +1.0266432710212063e+06 -1.0726882355574895e+13 +5.1713478548551909e+19 
+2.0000000000000000e+01 +5.1728557893101588e+00 +1.0455955493386163e+06 -1.0955333254074441e+13 +5.2737822976899817e+19 
+2.0100000000000001e+01 +5.1718477371462175e+00 +1.0648799928204387e+06 -1.1187522048005553e+13 +5.3778262125205029e+19 
+2.0200000000000003e+01 +5.1708176038526599e+00 +1.0845012347904406e+06 -1.1423491837071459e+13 +5.4835013783134314e+19 
+2.0300000000000001e+01 +5.1697648977426534e+00 +1.1044642291360516e+06 -1.1663291651525789e+13 +5.5908348874724188e+19 
+2.0400000000000002e+01 +5.1686891271299560e+00 +1.1247739296762720e+06 -1.1906970520064953e+13 +5.6998538314700292e+19 
+2.0500000000000000e+01 +5.1675898003282992e+00 +1.1454352902300197e+06 -1.2154577471372824e+13 +5.8105853017723691e+19 
+2.0600000000000001e+01 +5.1664664256512758e+00 +1.1664532646391224e+06 -1.2406161534713344e+13 +5.9230563902097367e+19 
+2.0700000000000003e+01 +5.1653185114127851e+00 +1.1878328067027817e+06 -1.2661771738301615e+13 +6.0372941879574512e+19 
+2.0800000000000001e+01 +5.1641455659259679e+00 +1.2095788703126137e+06 -1.2921457112501193e+13 +6.1533257874907316e+19 
