# multipoles
# s[mm] polynom_b[n=1][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=9][T/m^n] polynom_b[n=13][T/m^n] 
+0.0000000000000000e+00 +4.9630573295598630e+00 +1.1764317276418419e+05 +4.0361334750077441e+11 +1.3848916088956132e+18 
+1.0000000000000001e-01 +4.9630570830833820e+00 +1.1765139052665065e+05 +4.0344358714633704e+11 +1.3856172813317110e+18 
+2.0000000000000001e-01 +4.9630563486494257e+00 +1.1767546056130007e+05 +4.0295522912653839e+11 +1.3877096141877061e+18 
+3.0000000000000004e-01 +4.9630551337518112e+00 +1.1771450792468750e+05 +4.0217965942328802e+11 +1.3910415724984417e+18 
+4.0000000000000002e-01 +4.9630534458836610e+00 +1.1776765775170890e+05 +4.0114826228713281e+11 +1.3954861314169480e+18 
+5.0000000000000000e-01 +4.9630512925386254e+00 +1.1783403511649095e+05 +3.9989242331481348e+11 +1.4009162582325885e+18 
+6.0000000000000009e-01 +4.9630486812101609e+00 +1.1791276511735756e+05 +3.9844352755760681e+11 +1.4072049234444634e+18 
+7.0000000000000007e-01 +4.9630456193917629e+00 +1.1800297284580999e+05 +3.9683296023582001e+11 +1.4142250965006075e+18 
+8.0000000000000004e-01 +4.9630421145771138e+00 +1.1810378337321030e+05 +3.9509210700330151e+11 +1.4218497443678377e+18 
+9.0000000000000002e-01 +4.9630381742594212e+00 +1.1821432182591835e+05 +3.9325235228790320e+11 +1.4299518412017603e+18 
+1.0000000000000000e+00 +4.9630338059322678e+00 +1.1833371328669957e+05 +3.9134508149224683e+11 +1.4384043554290094e+18 
+1.1000000000000001e+00 +4.9630290143125180e+00 +1.1846133253914215e+05 +3.8939274195933746e+11 +1.4471276408853676e+18 
+1.2000000000000002e+00 +4.9630237930094161e+00 +1.1859755326565426e+05 +3.8738202662397656e+11 +1.4562316058855770e+18 
+1.3000000000000000e+00 +4.9630181328553942e+00 +1.1874299886763599e+05 +3.8529068985842822e+11 +1.4658735474673500e+18 
+1.4000000000000001e+00 +4.9630120246836249e+00 +1.1889829265061932e+05 +3.8309648831026550e+11 +1.4762107488037765e+18 
+1.5000000000000000e+00 +4.9630054593263546e+00 +1.1906405803395130e+05 +3.8077717599476233e+11 +1.4874005088774971e+18 
+1.6000000000000001e+00 +4.9629984276161530e+00 +1.1924091839962768e+05 +3.7831050777445325e+11 +1.4996001216235648e+18 
+1.7000000000000002e+00 +4.9629909203861953e+00 +1.1942949705522764e+05 +3.7567424021497162e+11 +1.5129668708340769e+18 
+1.8000000000000000e+00 +4.9629829284684108e+00 +1.1963041745932373e+05 +3.7284612643376312e+11 +1.5276580608372180e+18 
+1.9000000000000001e+00 +4.9629744426959830e+00 +1.1984430292028627e+05 +3.6980392296315387e+11 +1.5438309756699277e+18 
+2.0000000000000000e+00 +4.9629654539010994e+00 +1.2007177686284141e+05 +3.6652538372154279e+11 +1.5616429147925711e+18 
+2.1000000000000001e+00 +4.9629559545637436e+00 +1.2031322261715683e+05 +3.6299804398342920e+11 +1.5811646125499418e+18 
+2.2000000000000002e+00 +4.9629459437502383e+00 +1.2056806370777445e+05 +3.5924855153682770e+11 +1.6021206191282427e+18 
+2.3000000000000003e+00 +4.9629354221745716e+00 +1.2083548358116399e+05 +3.5531333515210260e+11 +1.6241489218049052e+18 
+2.4000000000000004e+00 +4.9629243905499631e+00 +1.2111466576779811e+05 +3.5122882176502606e+11 +1.6468875185096689e+18 
+2.5000000000000000e+00 +4.9629128495903982e+00 +1.2140479371849277e+05 +3.4703143999907098e+11 +1.6699743975605650e+18 
+2.6000000000000001e+00 +4.9629008000094643e+00 +1.2170505092049830e+05 +3.4275761777421399e+11 +1.6930475510254024e+18 
+2.7000000000000002e+00 +4.9628882425203988e+00 +1.2201462090759940e+05 +3.3844378189014130e+11 +1.7157449778548521e+18 
+2.8000000000000003e+00 +4.9628751778373505e+00 +1.2233268710558802e+05 +3.3412636160102838e+11 +1.7377046624030451e+18 
+2.9000000000000004e+00 +4.9628616066735258e+00 +1.2265843305331314e+05 +3.2984178358448993e+11 +1.7585646043648512e+18 
+3.0000000000000000e+00 +4.9628475297428887e+00 +1.2299104219230096e+05 +3.2562647680503333e+11 +1.7779627895783437e+18 
+3.1000000000000001e+00 +4.9628329448934441e+00 +1.2333004602276323e+05 +3.2150338824099011e+11 +1.7956666291026143e+18 
+3.2000000000000002e+00 +4.9628178385109365e+00 +1.2367636802666858e+05 +3.1744154341446057e+11 +1.8119611936642068e+18 
+3.3000000000000003e+00 +4.9628021941163087e+00 +1.2403127960588237e+05 +3.1339648902478174e+11 +1.8272609603807212e+18 
+3.4000000000000004e+00 +4.9627859952296580e+00 +1.2439605225693862e+05 +3.0932376969339465e+11 +1.8419804184482627e+18 
+3.5000000000000000e+00 +4.9627692253717761e+00 +1.2477195739677610e+05 +3.0517893180820673e+11 +1.8565340467211878e+18 
+3.6000000000000001e+00 +4.9627518680628580e+00 +1.2516026651017896e+05 +3.0091752025503711e+11 +1.8713363328438912e+18 
+3.7000000000000002e+00 +4.9627339068233223e+00 +1.2556225105538299e+05 +2.9649508051195850e+11 +1.8868017609781386e+18 
+3.8000000000000003e+00 +4.9627153251740470e+00 +1.2597918243993896e+05 +2.9186715918801923e+11 +1.9033448086285929e+18 
+3.9000000000000004e+00 +4.9626961066353434e+00 +1.2641233213550206e+05 +2.8698930144765240e+11 +1.9213799618545516e+18 
+4.0000000000000000e+00 +4.9626762347277111e+00 +1.2686297159327182e+05 +2.8181705291477148e+11 +1.9413217039960517e+18 
+4.1000000000000005e+00 +4.9626556937037059e+00 +1.2733222086260693e+05 +2.7631320569634082e+11 +1.9635089056900805e+18 
+4.2000000000000002e+00 +4.9626344707449217e+00 +1.2782059430603759e+05 +2.7046953948590555e+11 +1.9879779774275948e+18 
+4.2999999999999998e+00 +4.9626125537651884e+00 +1.2832845485765616e+05 +2.6428508111954980e+11 +2.0146897128981765e+18 
+4.4000000000000004e+00 +4.9625899306780550e+00 +1.2885616549584683e+05 +2.5775885632410159e+11 +2.0436049127190001e+18 
+4.5000000000000000e+00 +4.9625665893973387e+00 +1.2940408915796895e+05 +2.5088989183822659e+11 +2.0746843712402486e+18 
+4.6000000000000005e+00 +4.9625425178364262e+00 +1.2997258883876335e+05 +2.4367721305124289e+11 +2.1078888909653732e+18 
+4.7000000000000002e+00 +4.9625177039094854e+00 +1.3056202743635165e+05 +2.3611984757143933e+11 +2.1431792611522381e+18 
+4.8000000000000007e+00 +4.9624921355298115e+00 +1.3117276795261368e+05 +2.2821682065397092e+11 +2.1805162850109153e+18 
+4.9000000000000004e+00 +4.9624658006114961e+00 +1.3180517329896253e+05 +2.1996715957269733e+11 +2.2198607538864927e+18 
+5.0000000000000000e+00 +4.9624386870679160e+00 +1.3245960646702259e+05 +2.1136988981581589e+11 +2.2611734696122207e+18 
+5.1000000000000005e+00 +4.9624107832024844e+00 +1.3313614868626228e+05 +2.0243229211208246e+11 +2.3043564484271168e+18 
+5.2000000000000002e+00 +4.9623820788763000e+00 +1.3383375443719019e+05 +1.9319466118649612e+11 +2.3490766061559578e+18 
+5.3000000000000007e+00 +4.9623525643404340e+00 +1.3455109643928343e+05 +1.8370554703426981e+11 +2.3949420726771205e+18 
+5.4000000000000004e+00 +4.9623222298450713e+00 +1.3528684752378045e+05 +1.7401349706220639e+11 +2.4415609933917773e+18 
+5.5000000000000000e+00 +4.9622910656416321e+00 +1.3603968037139685e+05 +1.6416706211423859e+11 +2.4885414932434647e+18 
+5.6000000000000005e+00 +4.9622590619807072e+00 +1.3680826776295935e+05 +1.5421479075053293e+11 +2.5354917107760809e+18 
+5.7000000000000002e+00 +4.9622262091127114e+00 +1.3759128249782621e+05 +1.4420523113641022e+11 +2.5820197867766282e+18 
+5.8000000000000007e+00 +4.9621924972887497e+00 +1.3838739729560207e+05 +1.3418693323088115e+11 +2.6277338514438047e+18 
+5.9000000000000004e+00 +4.9621579167595851e+00 +1.3919528491515981e+05 +1.2420844610382538e+11 +2.6722420402498028e+18 
+6.0000000000000000e+00 +4.9621224577757941e+00 +1.4001361814007119e+05 +1.1431831824905989e+11 +2.7151524921364142e+18 
+6.1000000000000005e+00 +4.9620861059403802e+00 +1.4084191313984169e+05 +1.0453908217334949e+11 +2.7562736800936387e+18 
+6.2000000000000002e+00 +4.9620488282644608e+00 +1.4168305984426342e+05 +9.4789201312538483e+10 +2.7962154443495992e+18 
+6.3000000000000007e+00 +4.9620105871116715e+00 +1.4254079155816144e+05 +8.4961123354833252e+10 +2.8357879578038328e+18 
+6.4000000000000004e+00 +4.9619713448451659e+00 +1.4341884164608066e+05 +7.4947294624915237e+10 +2.8758014014526761e+18 
+6.5000000000000000e+00 +4.9619310638282386e+00 +1.4432094345104700e+05 +6.4640161984549446e+10 +2.9170659529404047e+18 
+6.6000000000000005e+00 +4.9618897064242145e+00 +1.4525083032053750e+05 +5.3932172099445702e+10 +2.9603917914194196e+18 
